male.id, female.id, start.time, end.time, proximity
357, 908, 6.10603, 6.12702, 0
447, 940, 6.10788, 7.19145, 0
303, 705, 6.11248, 6.21983, 2
213, 686, 6.12633, 7.3015, 0
324, 908, 6.13805, 6.13869, 0
159, 1066, 6.13935, 6.509, 0
21, 798, 6.15216, Inf, 0
157, 863, 6.15496, 6.53646, 2
493, 901, 6.16221, 6.37689, 0
284, 1054, 6.17253, 10.6388, 2
139, 651, 6.17553, 6.23837, 0
328, 988, 6.18687, 6.57177, 1
355, 613, 6.19207, 6.19528, 0
443, 844, 6.19426, 6.27493, 0
150, 888, 6.19572, 6.37623, 2
74, 906, 6.19994, 6.69037, 1
186, 778, 6.20258, 8.43893, 0
308, 653, 6.2178, 6.28023, 0
147, 653, 6.22007, 6.23838, 0
103, 785, 6.22587, 6.31421, 2
390, 1076, 6.22848, 9.36096, 1
25, 884, 6.23291, 6.42099, 0
66, 944, 6.24027, 7.15368, 0
117, 1034, 6.24742, 8.12563, 3
224, 761, 6.24932, 6.32992, 1
358, 805, 6.26039, 8.55429, 0
27, 696, 6.2651, 7.7631, 2
496, 922, 6.26835, 7.56694, 0
474, 1058, 6.27016, 7.44451, 0
390, 751, 6.3051, 9.36096, 0
125, 1011, 6.30731, 6.46446, 1
44, 625, 6.31188, 6.33401, 1
495, 908, 6.31469, 6.31548, 0
274, 613, 6.32565, 6.33918, 0
14, 832, 6.33274, 6.3974, 0
360, 929, 6.33412, 9.96981, 2
417, 874, 6.34659, 6.34891, 2
38, 630, 6.34837, 6.38746, 1
52, 994, 6.34962, 6.90954, 0
250, 660, 6.35372, 6.5286, 3
339, 658, 6.35408, 6.47619, 2
105, 651, 6.35528, 6.42626, 1
304, 1052, 6.35841, Inf, 0
195, 849, 6.36462, 9.0365, 2
367, 828, 6.36602, 9.11733, 0
92, 906, 6.37039, Inf, 0
40, 1045, 6.37249, 9.15804, 0
495, 825, 6.37386, 7.23851, 1
332, 625, 6.37571, 6.47071, 0
215, 991, 6.38406, 6.41683, 0
361, 673, 6.38503, 6.83808, 1
489, 1073, 6.39782, 6.44003, 3
116, 834, 6.39879, Inf, 0
220, 719, 6.39887, Inf, 0
7, 750, 6.40397, 7.18343, 3
331, 648, 6.40876, 8.2065, 0
431, 862, 6.41543, 6.43168, 3
274, 1046, 6.42312, 7.75463, 0
162, 830, 6.42886, 6.48225, 1
288, 728, 6.43442, 7.43017, 0
38, 885, 6.44389, 7.58241, 0
310, 613, 6.44437, 8.02037, 0
240, 947, 6.44604, 6.72283, 0
34, 908, 6.45416, 6.52303, 1
473, 1093, 6.45757, 7.54298, 0
385, 718, 6.46365, 6.50552, 0
119, 997, 6.46714, 6.82182, 2
95, 705, 6.46863, 7.94033, 2
139, 1039, 6.48546, 7.97021, 0
35, 872, 6.48769, 7.35024, 0
182, 865, 6.48907, 8.1088, 0
352, 781, 6.49246, 6.50322, 1
38, 702, 6.49872, 6.57046, 1
487, 693, 6.50363, Inf, 0
251, 766, 6.50771, 6.74061, 0
159, 812, 6.508, 7.32438, 2
14, 844, 6.51158, 10.745, 0
249, 1017, 6.52676, 6.65311, 0
443, 850, 6.5273, 7.25064, 0
331, 650, 6.5326, 6.56647, 0
254, 1040, 6.53565, 6.53929, 0
324, 716, 6.54428, 6.58805, 0
208, 664, 6.54668, 7.69041, 1
396, 830, 6.54984, 6.75868, 0
100, 601, 6.55688, 7.83426, 1
126, 672, 6.55719, 6.86589, 3
486, 951, 6.56031, 8.1081, 0
40, 727, 6.56323, 6.74978, 0
424, 631, 6.56535, 8.18795, 0
125, 1034, 6.56926, 6.81861, 2
266, 737, 6.57113, 7.35244, 0
401, 888, 6.57209, 6.71207, 3
313, 933, 6.57853, 6.6034, 0
308, 1066, 6.58124, 7.02372, 0
101, 908, 6.58428, 6.65352, 1
34, 932, 6.58663, 6.6778, 1
380, 1065, 6.59265, 7.92593, 0
250, 680, 6.59408, 6.63003, 2
447, 653, 6.61989, 6.62787, 0
417, 702, 6.62638, 6.90976, 1
493, 884, 6.62697, 10.4936, 0
6, 901, 6.62962, 6.64105, 0
154, 754, 6.63639, 11.3494, 0
300, 718, 6.63713, 7.1971, 0
136, 824, 6.64034, 7.38576, 0
136, 996, 6.64397, 6.68576, 0
449, 933, 6.65227, 6.73828, 0
58, 796, 6.65417, 11.7294, 0
103, 1081, 6.66081, 8.16996, 1
287, 862, 6.66459, 6.83025, 3
150, 669, 6.66653, 6.68675, 2
392, 682, 6.66674, 6.6885, 3
147, 825, 6.68289, 6.68972, 1
7, 625, 6.69122, 7.18343, 2
205, 908, 6.69938, 6.73568, 1
492, 1041, 6.71483, 6.74834, 0
121, 1024, 6.72629, 6.82876, 0
